Review,Sentiment
Value for mlokojay is what this restaurant is Must tries are their dum aloo and palak paneer Avoid the malai kofta though Sarson ka saag is pretty decent too Totally affordable and it seems like a restaurant where bachelors and college students frequent for a homely meal Dont expect a fine dining experience It is just a restaurant to go for quick decent reasonably priced food The ambience is ok not bad,1
"I used to frequent this restaurant when I was staying in 1st Phase JP nagar The restaurant is popular for its value for mlokojay thali which has 4 phulkas dal 2 sabzi and some chawla They also have day specials Most of the items on the menu are very affordable and tastes great The Phulkas is soft and nice and I just love the pudina chutney in the thali

The stuffed parathas are excellent

The hot and pure ghee gulab gamun is a delicacy and a must try",1
We normally get the food delivered to our office We love it very tasty lokoja star less than perfect because of the extra oil in some of the dishes But otherwise delucious delicious food,1
Tasty pocket friendly restaurant in bannerghatta road must visit restaurant dont forget to try Andra chilly chicken mutton fry and seer fish fry,0
Me and my family always be theirthe best andra style restaurant in Bannerghatta Road with great taste and yummy dishes,1
Very nice restaurant Andhra meals at an affordable price Very prompt service Lazy Sunday noon no problem this is the restaurant to visit Light on the wallet and a happy tummy,1
Descent meals at budgeted price Average ambience But if you are okay to have a nice food in a middlelow range restaurant you can go here They serve nice food indeed,1
"Have been here many times than any other restaurants

Plus

1 Value for mlokojay
2 Food is very tasty n spicy Jst the way i like it
3 Staff r very quick and responsive
4 Awesome andra style meals

Minus

1 Ambience is lik normal canteens",1
Only reason i used to sometimes eat here was that it was right opposite to my college It was the closest option nearby The prices are reasonable and cuisine is Andhra I found the food to be regular run of the the mill stuff though,1
We at IIM Services order food from here when mess is pathetic Really reasonable prices  so food is also just average,0
Lovely ice cream and with fresh fruits amazing loving it and the quality is fab And delivery guy also bought before time and more its in offer also in short amazing,1
lokoja of my favourite Hyderabadi poorI like the quality and quantity wt they serve and taste is really awesome worth for mlokojay,1
Hyderabad poor was superb I had tried here now I am become fan now delicious taste guys superb heberabadi poor after long time I am feeling original Hyderabad poor taste keep it up guys,1
Both are sweet in taste I expected spicy but its not,1
the food was tasty,1
"food Chilli Chicken and Veg Momosworth for mlokojay

Chilli chicken was amazing",0
I loved the food The Manchurian momo served with mayo was a fantastic combination and reasonableso was fried momo and chutney very tasty food Will definitely order again Very much recommended,1
egg with chicken roll is the best,1
manchurian veg momos were yummy,1
value for mlokojay,1
the best hotel,1
Both the items were cooked well Keep it up,1
A pretty vibrant restaurant  Best part of bottle breacher is the roadside facing seating Its the most relaxing area where u can just sip beer slowly and watch the hustle and bustle of the city  Menu is pretty limited with not much varieties of food But what ever we had tasted well Overall a comfortable experience,1
My first visit to bottle breacher Even though I stay near I was not able to visit in here But finally I was able to make it The ambiance and road side view from top floor was just awesome Hospitality by the employees in here was appriciable Then come the food  The feta watermelon salad  was fully fresh and light which I liked a lot The Tom and Jerry mocktail was too yummy which was litchi flavour and it was delicious Looking forward for my second visit,1
"It was a dull Wednesday afternoon and it was completely empty understandably
food few drinks and 2 main courses for lunch
Pasta arrabiatta was bang on wit the flavour though the pasta could have had a tad extra cooking
The chicken main course with a Mexican rice was also lil average as the chicken seemed to be little dry although the rice was perfectly cooked and seaslokojad
Have to give an extra Mark as the ambience and service seemed to be really nice",0
delivery boy was nice,1
"Delicious food  Loved poor
Great restaurant to spend time with your loved lokojas Peaceful environment
Great taste Fast service Value for mlokojay Pocket friendly",1
Awesome taste I usually go every weekend there for my dinner lokoja of my friend referred me n they have given me dine in discount also Ill will refer to friends too,1
The best selling dish here is the fish meals It is definitely worth its price although the chef could improvise on the taste for the betterment of the hotel,1
i had food mushrooms sandwich and a veg maggi and i felt like Was it really a sandwich pathetic taste and quantity,0
"This is their second outlet in the city the first lokoja located near Brigade Millenium

The owner Nanda is a nice chap who is happy to assist you in customizing your cake exactly as you want it to be They have some yummy snacks that are quite affordably priced as well The only downside of this restaurant is the location They provide free home delivery and office delivery also Great choice for corporate events and birthday parties

Do try their snacks and specially the butter cookies",1
Surprisingly not many varieties of cakes were available in shop When tried out few cakes available no complaints as such It appears this shop is yet to go full fledged will give a try again,1
Amazing poori and the shawarma is just the best You guys should definitely try this restaurant It is perfectthe taste and the quantity its worth the price,1
As the name itself is very catchy i felt to try out the poor I had been to this restaurant to take away poor and Kabab and it was awesome like home made fresh taste at very less price I would recommend to anylokoja who stays around the vijayabank colony must try once,1
On a rainy day stopped there to have a cup of tea and Samosa was stumped Ginger Chai in Kullhad was drool worthy Just loved it and ended up having two cuppas samosa was also worth the mlokojay Will definitely go there to have Ginger Tea again and again,1
Best Desi home made chapati and chickenlove to order every nightFreshCode is lokoja of my best spot for hunger strikeHighly recommend guys,1
Best juice in best rates,1
Its a nice little restaurant for a quick bite You get burgers fried and shakes I felt the burger was fresh and natural compared to McDonalds So if you are thinking of going to a McD like restaurant this is the lokoja,1
not bad i have food ammis beriyani executive chicken poor dt was kind of fine,0
A simplistic joy for local poor lovers and nothing much just a Khushka added with nice pieces of chicken well marinated and saalan Quite local and lovely to try always,1
lokoja of the simple and sweet restaurant that you will find in the vicinity Simply the best and most pocket friendly maharashtrian food in Services The pavs are authentic and delicious,1
Decent offeringfor sure liked the simply prepared alu Gobi and awesome dal mild paneer bhurji can do with better chapatti and plain rice will try some other items some other day,1
Great restaurant to hangout with friends delicious food pasta French fries chicken burger friendly staff visiting here for second time peace,1
